,Customer Facing Flag,DCV Ind,DTV Ind,Drive Time Points,Dwelling Type,Employee Type Code,HC Equipment Passed,HC Equipment,Job Type,Labor Type,Points,Q Code,Region,Service Call Ind,Site,Survey Response Value,Truck Roll Ind,Verified Vendor,Work Order Class,Work Order Type,New Time
234050,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,204.0
234052,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,151.0
234107,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Southwest Region,0,Phoenix,,1,N,H,Upgrade,98.0
234113,N,0,0,3,Non-Residential,5I,1,1,Install,In House,53,I,Southwest Region,0,Phoenix,,1,N,*,Install,223.0
234121,N,0,0,3,Non-Residential,5I,0,0,Install,In House,19,I,Southwest Region,0,Phoenix,,1,N,H,Upgrade,133.00000000000003
234140,N,0,0,3,Non-Residential,5I,0,0,Install,In House,22,I,Southwest Region,0,Phoenix,,1,N,H,Downgrade,35.0
234153,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,39,I,Southwest Region,0,Phoenix,,1,N,H,Sro,104.0
234176,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,258.00000000000006
234202,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,329.0
234353,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,21,I,Southwest Region,0,Phoenix,,1,N,H,Sro,104.0
234394,N,0,0,3,Non-Residential,5I,0,0,Install,In House,56,I,Southwest Region,0,Phoenix,,1,N,H,Install,212.0
234524,N,0,0,3,Non-Residential,5I,1,1,Install,In House,57,I,Southwest Region,0,Phoenix,,1,N,*,Install,253.00000000000003
234548,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,11,I,Southwest Region,0,Phoenix,,1,N,H,Sro,40.0
234549,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,242.0
234569,Y,0,0,3,Non-Residential,5I,5,5,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,154.0
234602,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,330.0
234686,Y,0,0,3,Non-Residential,5I,0,0,Install,In House,90,I,Southwest Region,0,Phoenix,,1,N,*,Install,273.00000000000006
234707,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Southwest Region,0,Phoenix,,1,N,H,Sro,22.0
234812,N,0,0,3,Non-Residential,5I,0,0,Install,In House,54,I,Southwest Region,0,Phoenix,,1,N,*,Install,6.0
234885,N,0,0,3,MDU,H5,0,0,Disconnect,In House,9,I,Southwest Region,0,Phoenix,,1,N,*,Disconnect,57.0
234888,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,145.0
234911,N,0,0,3,Non-Residential,5I,3,3,Install,In House,56,I,Southwest Region,0,Phoenix,,1,N,H,Install,295.0
234914,N,0,0,3,Non-Residential,5I,3,3,Install,In House,90,I,Southwest Region,0,Phoenix,,1,N,*,Install,123.00000000000001
234969,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,57,I,Southwest Region,0,Phoenix,,1,N,H,Sro,171.0
235027,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,21,I,Southwest Region,0,Phoenix,,1,N,H,Sro,78.0
235065,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,33,I,Southwest Region,0,Phoenix,,1,N,H,Sro,92.0
235099,N,0,0,3,Non-Residential,5I,0,0,Install,In House,87,I,Southwest Region,0,Phoenix,,1,N,H,Install,372.0
235100,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Southwest Region,0,Phoenix,,1,N,H,Downgrade,155.0
235128,N,0,0,3,Non-Residential,5I,1,1,Install,In House,56,I,Southwest Region,0,Phoenix,,1,N,H,Install,254.00000000000003
235130,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Southwest Region,0,Phoenix,,1,N,H,Downgrade,95.0
235230,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,335.0
235233,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,374.0
235234,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,3,I,Southwest Region,0,Phoenix,,0,Y,H,Sro,1.0000000000000002
235265,N,0,0,3,Non-Residential,5I,0,0,Install,In House,69,I,Southwest Region,0,Phoenix,,1,N,H,Install,329.0
235341,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Phoenix,,1,N,H,Sro,76.0
235391,N,0,0,3,Non-Residential,5I,3,3,Install,In House,54,I,Southwest Region,0,Phoenix,,1,N,*,Install,162.0
235399,N,0,0,3,Non-Residential,5I,0,0,Install,In House,7,I,Southwest Region,0,Phoenix,,1,N,*,Downgrade,68.00000000000001
235403,N,0,0,3,Non-Residential,5I,0,0,Install,In House,24,I,Southwest Region,0,Phoenix,,0,N,H,Upgrade,1.0000000000000002
235419,N,0,0,3,Non-Residential,5I,3,3,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,371.0
235494,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,96.0
235498,N,0,0,3,Non-Residential,5I,0,0,Install,In House,23,I,Southwest Region,0,Phoenix,,1,N,H,Restart,102.0
235587,N,0,0,3,Non-Residential,5I,0,0,Install,In House,52,I,Southwest Region,0,Phoenix,,1,N,H,Install,197.0
235588,N,0,0,3,Non-Residential,5I,0,0,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,326.0
235590,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,3,I,Southwest Region,0,Phoenix,,0,Y,H,Sro,1.0000000000000002
235594,N,0,0,3,Non-Residential,5I,1,1,Install,In House,79,I,Southwest Region,0,Phoenix,,1,N,H,Install,331.0
235625,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,312.0
235658,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,165.0
235723,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,260.00000000000006
235739,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Southwest Region,0,Phoenix,,1,N,H,Sro,16.000000000000004
235799,N,0,0,3,Non-Residential,5I,0,0,Install,In House,83,I,Southwest Region,0,Phoenix,,1,N,H,Install,339.0
235833,N,0,0,3,Non-Residential,H5,0,0,SRO,In House,27,I,Southwest Region,0,Phoenix,,1,N,H,Sro,120.0
235869,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,306.0
235909,N,0,0,3,Non-Residential,5I,1,1,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,H,Install,136.00000000000003
236082,N,0,0,3,Non-Residential,5I,0,0,Install,In House,54,I,Southwest Region,0,Phoenix,,1,N,*,Install,333.0
236087,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Phoenix,,1,N,H,Sro,133.00000000000003
236096,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Phoenix,,1,N,H,Sro,85.0
236103,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,228.0
236164,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,234.0
236213,N,0,0,3,Non-Residential,5I,1,1,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,H,Install,253.00000000000003
236229,N,0,0,3,Non-Residential,5I,0,0,Install,In House,54,I,Southwest Region,0,Phoenix,,1,N,*,Install,187.0
236263,N,0,0,3,Non-Residential,5I,3,3,Install,In House,52,I,Southwest Region,0,Phoenix,,1,N,H,Install,199.0
236269,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,14.0
236289,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,33,I,Southwest Region,0,Phoenix,,0,N,H,Sro,1.0000000000000002
236290,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,21,I,Southwest Region,0,Phoenix,,0,N,H,Sro,1.0000000000000002
236293,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,21,I,Southwest Region,0,Phoenix,,1,N,H,Sro,42.0
236301,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Phoenix,,1,N,H,Sro,200.0
236307,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,39,I,Southwest Region,0,Phoenix,,1,N,H,Sro,140.0
236367,N,0,0,3,Non-Residential,5I,2,2,Install,In House,52,I,Southwest Region,0,Phoenix,,1,N,H,Install,316.0
236369,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,145.0
236388,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Phoenix,,0,N,H,Sro,1.0000000000000002
236434,N,0,0,3,Non-Residential,5I,0,0,Install,In House,75,I,Southwest Region,0,Phoenix,,1,N,H,Install,286.0
236619,N,0,0,3,Non-Residential,5I,4,4,Install,In House,104,I,Virginia,0,Hampton Roads,,1,N,*,Install,330.0
236628,Y,0,0,3,Non-Residential,5I,1,1,Install,In House,59,I,Virginia,0,Hampton Roads,,1,N,*,Install,272.00000000000006
236634,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,Virginia,0,Hampton Roads,,1,N,H,Sro,1.0000000000000002
236743,N,0,0,3,Non-Residential,5I,0,0,Install,In House,15,I,Virginia,0,Hampton Roads,,1,N,H,Install,2.0000000000000004
236821,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Virginia,0,Hampton Roads,,1,N,H,Sro,73.0
236969,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Virginia,0,Hampton Roads,,1,N,H,Sro,61.00000000000001
237114,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Virginia,1,Hampton Roads,,1,N,H,Trouble Call,373.0
237189,N,0,0,3,Non-Residential,5I,1,1,Install,In House,66,I,Virginia,0,Hampton Roads,,1,N,*,Install,271.00000000000006
237199,Y,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Virginia,0,Hampton Roads,,1,N,*,Sro,46.0
237274,N,0,0,3,MDU,H3,0,0,SRO,Contractor,13,I,Virginia,0,Hampton Roads,,1,Y,H,Sro,72.0
237327,N,0,0,3,Non-Residential,5I,0,0,Install,In House,19,I,Virginia,0,Hampton Roads,,1,N,H,Upgrade,107.0
237330,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,13,I,Virginia,0,Hampton Roads,,1,Y,H,Sro,49.0
237337,N,0,0,3,Non-Residential,5I,4,4,Install,In House,63,I,Virginia,0,Hampton Roads,,1,N,*,Install,298.0
237338,N,0,0,3,Non-Residential,5I,4,4,Install,In House,58,I,Virginia,0,Hampton Roads,,1,N,*,Install,164.0
237342,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Virginia,0,Hampton Roads,,1,Y,H,Sro,153.0
237396,Y,0,0,3,Non-Residential,5I,0,0,Install,In House,46,I,Virginia,0,Hampton Roads,,1,N,*,Install,132.00000000000003
237406,N,0,0,3,Non-Residential,5I,4,4,Install,In House,99,I,Virginia,0,Hampton Roads,,1,N,H,Install,263.00000000000006
237420,N,0,0,3,Non-Residential,5I,4,4,Install,In House,99,I,Virginia,0,Hampton Roads,,1,N,H,Install,327.0
237425,N,0,0,3,Non-Residential,5I,4,4,Install,In House,99,I,Virginia,0,Hampton Roads,,1,N,H,Install,396.0
237507,N,0,0,3,Non-Residential,5I,0,0,Install,In House,25,I,Virginia,0,Hampton Roads,,1,N,H,Install,47.0
237545,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Virginia,1,Hampton Roads,,1,N,H,Trouble Call,388.0
237794,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Virginia,0,Hampton Roads,,0,N,H,Sro,1.0000000000000002
237826,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,29,I,Virginia,0,Hampton Roads,,1,N,H,Sro,40.0
238060,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Virginia,1,Hampton Roads,,1,N,H,Trouble Call,387.0
238160,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Virginia,0,Hampton Roads,,1,N,H,Install,1.0000000000000002
238162,N,0,0,3,Non-Residential,5I,3,3,Install,In House,54,I,Virginia,0,Hampton Roads,,1,N,*,Install,110.0
238166,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Virginia,0,Hampton Roads,,1,Y,H,Sro,61.00000000000001
238214,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Virginia,0,Hampton Roads,,1,N,H,Sro,41.0
238307,Y,0,0,3,Non-Residential,5I,0,1,Trouble Call,In House,16,K,Virginia,1,Hampton Roads,,1,N,H,Trouble Call,373.0
238324,N,0,0,3,Non-Residential,5I,0,0,Install,In House,42,I,Virginia,0,Hampton Roads,,1,N,*,Install,189.0
238347,N,0,0,3,Non-Residential,5I,0,0,Install,In House,42,I,Virginia,0,Hampton Roads,,1,N,*,Install,208.0
238348,N,0,0,3,Non-Residential,5I,2,2,Install,In House,57,I,Virginia,0,Hampton Roads,,1,N,H,Install,159.0
238363,N,0,0,3,MDU,5I,1,1,Install,In House,54,I,Virginia,0,Hampton Roads,,1,N,*,Install,287.0
238448,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,67,I,Virginia,0,Hampton Roads,,1,N,H,Sro,9.0
238456,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Virginia,0,Hampton Roads,,1,N,H,Install,198.0
238458,N,0,0,3,Non-Residential,5I,1,1,Install,In House,60,I,Virginia,0,Hampton Roads,,1,N,*,Install,191.0
238482,N,0,0,3,Non-Residential,5I,0,0,Install,In House,37,I,Virginia,0,Hampton Roads,,1,N,*,Upgrade,50.0
238483,N,0,0,3,Non-Residential,5I,0,0,Install,In House,37,I,Virginia,0,Hampton Roads,,1,N,*,Upgrade,87.0
238484,N,0,0,3,Non-Residential,5I,0,0,Install,In House,71,I,Virginia,0,Hampton Roads,,1,N,*,Upgrade,323.0
238485,N,0,0,3,Non-Residential,5I,0,0,Install,In House,37,I,Virginia,0,Hampton Roads,,1,N,*,Upgrade,241.0
238488,N,0,0,3,Non-Residential,5I,0,0,Install,In House,37,I,Virginia,0,Hampton Roads,,1,N,*,Upgrade,149.0
238652,N,0,0,3,Non-Residential,5I,2,2,Install,In House,39,I,Virginia,0,Hampton Roads,,1,N,H,Install,105.0
238967,N,0,0,3,Non-Residential,5I,0,0,Install,In House,38,I,Virginia,0,Hampton Roads,,1,N,H,Install,224.0
238973,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Virginia,0,Hampton Roads,,1,Y,H,Sro,68.00000000000001
238981,N,0,0,3,Non-Residential,5I,0,0,Install,In House,63,I,Virginia,0,Hampton Roads,,1,N,*,Install,287.0
239075,N,0,0,3,Non-Residential,5I,0,0,Install,In House,71,I,Southwest Region,0,Las Vegas,,1,N,H,Install,248.00000000000003
239146,N,0,0,3,Non-Residential,5I,0,0,Install,In House,43,I,Southwest Region,0,Las Vegas,,1,N,H,Restart,176.0
239165,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,304.0
239195,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,310.0
239209,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,350.0
239230,N,0,0,3,Non-Residential,5I,2,2,Install,In House,23,I,Southwest Region,0,Las Vegas,,1,N,H,Install,101.0
239231,N,0,0,3,Non-Residential,5I,0,0,Install,In House,32,I,Southwest Region,0,Las Vegas,,1,N,*,Install,292.0
239235,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Las Vegas,,0,N,H,Sro,1.0000000000000002
239301,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,149.0
239452,N,0,0,3,Non-Residential,5I,2,2,Install,In House,47,I,Southwest Region,0,Las Vegas,,1,N,H,Install,201.0
239459,N,0,0,3,Non-Residential,5I,0,0,Install,In House,66,I,Southwest Region,0,Las Vegas,,1,N,*,Install,249.00000000000003
239497,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,120.0
239498,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,102.0
239502,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,115.0
239584,N,0,0,3,Non-Residential,5I,0,0,Install,In House,19,I,Southwest Region,0,Las Vegas,,1,N,H,Downgrade,154.0
239590,N,0,0,3,Non-Residential,5I,6,6,Install,In House,42,I,Southwest Region,0,Las Vegas,,1,N,H,Install,299.0
239603,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southwest Region,0,Las Vegas,,1,N,H,Install,153.0
239626,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,268.00000000000006
239659,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,35,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,61.00000000000001
239676,N,0,0,3,Non-Residential,5I,0,0,Install,In House,9,I,Southwest Region,0,Las Vegas,,0,N,H,Downgrade,1.0000000000000002
239684,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,180.0
239775,Y,0,0,3,Non-Residential,5I,0,0,Install,In House,27,I,Southwest Region,0,Las Vegas,,1,N,*,Install,115.0
239835,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Southwest Region,0,Las Vegas,,1,N,H,Install,187.0
239961,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,346.0
239978,N,0,0,3,Non-Residential,5I,2,2,Install,In House,39,I,Southwest Region,0,Las Vegas,,1,N,H,Install,194.0
239979,Y,0,0,3,Non-Residential,5I,3,3,Install,In House,79,I,Southwest Region,0,Las Vegas,,1,N,*,Install,300.0
240015,N,0,0,3,Non-Residential,5I,0,1,Install,In House,41,I,Southwest Region,0,Las Vegas,,1,N,H,Install,224.0
240210,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,91,I,Southwest Region,0,Las Vegas,,0,N,H,Sro,1.0000000000000002
240250,N,0,0,3,Non-Residential,5I,0,0,Install,In House,81,I,Southwest Region,0,Las Vegas,,0,N,H,Install,1.0000000000000002
240269,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,39,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,226.0
240343,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,11,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,41.0
240437,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,106.0
240438,N,0,0,3,MDU,5I,0,0,SRO,In House,19,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,27.0
240440,N,0,0,3,Non-Residential,5I,2,2,Install,In House,48,I,Southwest Region,0,Las Vegas,,1,N,*,Install,247.00000000000003
240512,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,1.0000000000000002
240575,N,0,0,3,Non-Residential,5I,0,0,Install,In House,63,I,Southwest Region,0,Las Vegas,,0,N,*,Install,260.00000000000006
240723,N,0,0,3,Non-Residential,5I,0,0,Install,In House,39,I,Southwest Region,0,Las Vegas,,1,N,H,Upgrade,100.0
240774,N,0,0,3,Non-Residential,5I,1,1,Install,In House,40,I,Southwest Region,0,Las Vegas,,1,N,H,Install,68.00000000000001
240778,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,73,I,Southwest Region,0,Las Vegas,,0,N,H,Sro,1.0000000000000002
240784,N,0,0,3,Non-Residential,5I,2,2,Install,In House,40,I,Southwest Region,0,Las Vegas,,1,N,H,Install,207.0
240857,N,0,0,3,MDU,5I,0,0,SRO,In House,31,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,147.0
240984,N,0,0,3,Non-Residential,5I,0,0,Install,In House,6,I,Southwest Region,0,Las Vegas,,1,N,H,Upgrade,16.000000000000004
240996,Y,0,0,3,Non-Residential,5I,4,4,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,356.0
241045,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,343.0
241313,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,180.0
241314,N,0,0,3,MDU,5I,0,0,SRO,In House,23,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,134.00000000000003
241391,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Southwest Region,0,Las Vegas,,1,N,H,Install,153.0
241473,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,257.00000000000006
241478,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,7.0
241480,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Southwest Region,0,Las Vegas,,1,N,H,Upgrade,31.000000000000004
241583,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,379.0
241625,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,346.0
241629,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,254.00000000000003
241703,N,0,0,3,Non-Residential,5I,3,3,Install,In House,68,I,Southwest Region,0,Phoenix,,1,N,*,Install,217.0
241709,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,175.0
241750,N,0,0,3,Non-Residential,5I,0,0,Install,In House,59,I,Southwest Region,0,Phoenix,,1,N,H,Install,259.00000000000006
241764,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Southwest Region,0,Phoenix,,1,N,H,Downgrade,95.0
241765,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,13,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,74.0
241797,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Phoenix,,1,N,H,Sro,86.0
241818,N,0,0,3,Non-Residential,5I,2,2,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,H,Install,389.0
241861,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Phoenix,,1,N,H,Sro,95.0
241865,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,96.0
241913,N,0,0,3,Non-Residential,5I,4,4,Install,In House,42,I,Southwest Region,0,Phoenix,,1,N,H,Install,238.0
241917,N,0,0,3,Non-Residential,5I,4,4,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,385.0
241919,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,117.0
241932,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,142.0
241978,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,172.0
242125,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,11,I,Southwest Region,0,Phoenix,,1,N,H,Sro,127.00000000000001
242133,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,107.0
242241,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,248.00000000000003
242277,N,0,0,3,Non-Residential,5I,3,3,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,217.0
242279,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,91.0
242330,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Southwest Region,0,Phoenix,,1,N,H,Downgrade,83.0
242356,N,0,0,3,Non-Residential,5I,1,1,Install,In House,56,I,Southwest Region,0,Phoenix,,1,N,H,Install,369.0
242357,N,0,0,3,Non-Residential,5I,0,0,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,381.0
242360,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,142.0
242361,N,0,0,3,Non-Residential,5I,0,0,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,260.00000000000006
242362,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,150.0
242380,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,274.0
242518,N,0,0,3,Non-Residential,5I,0,0,Install,In House,19,I,Southwest Region,0,Phoenix,,1,N,H,Downgrade,1.0000000000000002
242563,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Southwest Region,0,Phoenix,,1,N,H,Sro,77.0
